Date,Amount
"2017-11-16 00:00:00",32622.00
"2017-11-16 00:00:00",15372.00
"2017-11-16 00:00:00",64763.00
"2017-11-17 00:00:00",27934.00
"2017-11-17 00:00:00",56565.00
"2017-11-18 00:00:00",31903.00
"2017-11-21 00:00:00",50673.00
"2017-11-23 00:00:00",19719.00
"2017-11-23 00:00:00",18719.00
"2017-11-24 00:00:00",63568.00
"2017-11-24 00:00:00",14789.00
"2017-11-27 00:00:00",22769.00
"2017-11-27 00:00:00",0.00
"2017-11-27 00:00:00",0.00
"2017-11-27 00:00:00",46557.00
"2017-11-27 00:00:00",45671.00
"2017-11-28 00:00:00",29578.00
"2017-11-28 00:00:00",26732.00
"2017-11-28 00:00:00",13146.00
"2017-11-29 00:00:00",8700.00
"2017-11-29 00:00:00",64844.00
"2017-11-29 00:00:00",0.00
"2017-11-29 00:00:00",52196.00
"2017-12-01 00:00:00",524227.00
"2017-12-02 00:00:00",19573.00
"2017-12-02 00:00:00",65608.00
"2017-12-04 00:00:00",13146.00
"2017-12-04 00:00:00",16432.00
"2017-12-05 00:00:00",0.00
"2017-12-05 00:00:00",47854.00
"2017-12-05 00:00:00",32562.00
"2017-12-05 00:00:00",123801.00
"2017-12-05 00:00:00",52351.00
"2017-12-06 00:00:00",19719.00
"2017-12-06 00:00:00",140619.00
"2017-12-07 00:00:00",15275.00
"2017-12-07 00:00:00",32622.00
"2017-12-08 00:00:00",0.00
"2017-12-08 00:00:00",48934.00
"2017-12-08 00:00:00",11575.00
"2017-12-11 00:00:00",62856.00
"2017-12-11 00:00:00",6896.00
"2017-12-11 00:00:00",32864.00
"2017-12-11 00:00:00",64763.00
"2017-12-12 00:00:00",32758.00
"2017-12-13 00:00:00",0.00
"2017-12-13 00:00:00",15372.00
"2017-12-14 00:00:00",28078.00
"2017-12-14 00:00:00",32622.00
"2017-12-14 00:00:00",0.00
"2017-12-14 00:00:00",13146.00
"2017-12-15 00:00:00",0.00
"2017-12-15 00:00:00",0.00
"2017-12-15 00:00:00",0.00
"2017-12-16 00:00:00",32622.00
"2017-12-18 00:00:00",19719.00
"2017-12-18 00:00:00",31903.00
"2017-12-18 00:00:00",15372.00
"2017-12-18 00:00:00",27934.00
"2017-12-18 00:00:00",16432.00
"2017-12-19 00:00:00",6384.00
"2017-12-19 00:00:00",0.00
"2017-12-20 00:00:00",46115.00
"2017-12-20 00:00:00",15372.00
"2017-12-21 00:00:00",12970.00
"2017-12-21 00:00:00",50741.00
"2017-12-26 00:00:00",23005.00
"2017-12-26 00:00:00",46557.00
"2017-12-26 00:00:00",45671.00
"2017-12-26 00:00:00",19719.00
"2017-12-26 00:00:00",22769.00
"2017-12-26 00:00:00",0.00
"2017-12-26 00:00:00",14789.00
"2017-12-26 00:00:00",0.00
"2017-12-26 00:00:00",18719.00
"2017-12-27 00:00:00",13146.00
"2017-12-28 00:00:00",63568.00
"2017-12-28 00:00:00",29578.00
"2017-12-28 00:00:00",26732.00
"2017-12-28 00:00:00",15416.00
"2017-12-30 00:00:00",0.00
"2017-12-30 00:00:00",52196.00
"2017-12-30 00:00:00",64844.00
"2018-01-02 00:00:00",19719.00
"2018-01-02 00:00:00",65608.00
"2018-01-02 00:00:00",19573.00
"2018-01-03 00:00:00",33768.00
"2018-01-03 00:00:00",27496.00
"2018-01-03 00:00:00",34069.00
"2018-01-03 00:00:00",20658.00
"2018-01-03 00:00:00",32562.00
"2018-01-04 00:00:00",13146.00
"2018-01-05 00:00:00",16432.00
"2018-01-05 00:00:00",34672.00
"2018-01-05 00:00:00",49296.00
"2018-01-05 00:00:00",123801.00
"2018-01-05 00:00:00",52351.00
"2018-01-05 00:00:00",0.00
"2018-01-05 00:00:00",47854.00
"2018-01-05 00:00:00",0.00
"2018-01-06 00:00:00",140619.00
"2018-01-06 00:00:00",19719.00
"2018-01-08 00:00:00",56157.00
"2018-01-08 00:00:00",48934.00
"2018-01-08 00:00:00",26977.00
"2018-01-08 00:00:00",32864.00
"2018-01-08 00:00:00",32622.00
"2018-01-08 00:00:00",15275.00
"2018-01-08 00:00:00",9721.00
"2018-01-08 00:00:00",11575.00
"2018-01-10 00:00:00",25570.00
"2018-01-10 00:00:00",6896.00
"2018-01-11 00:00:00",46677.00
"2018-01-11 00:00:00",19719.00
"2018-01-11 00:00:00",32622.00
"2018-01-11 00:00:00",32864.00
"2018-01-11 00:00:00",32864.00
"2018-01-11 00:00:00",64763.00
"2018-01-11 00:00:00",62856.00
"2018-01-12 00:00:00",32758.00
"2018-01-15 00:00:00",72490.00
"2018-01-15 00:00:00",19719.00
"2018-01-16 00:00:00",13146.00
"2018-01-16 00:00:00",0.00
"2018-01-16 00:00:00",0.00
"2018-01-16 00:00:00",28078.00
"2018-01-16 00:00:00",0.00
"2018-01-16 00:00:00",16432.00
"2018-01-16 00:00:00",15372.00
"2018-01-16 00:00:00",15372.00
"2018-01-16 00:00:00",45841.00
"2018-01-17 00:00:00",19719.00
"2018-01-17 00:00:00",74683.00
"2018-01-18 00:00:00",27934.00
"2018-01-18 00:00:00",32622.00
"2018-01-18 00:00:00",0.00
"2018-01-18 00:00:00",31903.00
"2018-01-18 00:00:00",32622.00
"2018-01-19 00:00:00",18231.00
"2018-01-19 00:00:00",39379.00
"2018-01-19 00:00:00",24491.00
"2018-01-19 00:00:00",37438.00
"2018-01-19 00:00:00",0.00
"2018-01-20 00:00:00",47203.00
"2018-01-20 00:00:00",15372.00
"2018-01-20 00:00:00",46115.00
"2018-01-22 00:00:00",12970.00
"2018-01-22 00:00:00",50811.00
"2018-01-22 00:00:00",0.00
"2018-01-23 00:00:00",26098.00
"2018-01-23 00:00:00",19719.00
"2018-01-23 00:00:00",18719.00
"2018-01-23 00:00:00",65516.00
"2018-01-24 00:00:00",23005.00
"2018-01-24 00:00:00",14789.00
"2018-01-24 00:00:00",15416.00
"2018-01-24 00:00:00",63568.00
"2018-01-25 00:00:00",22769.00
"2018-01-25 00:00:00",46557.00
"2018-01-25 00:00:00",45671.00
"2018-01-29 00:00:00",26732.00
"2018-01-29 00:00:00",29578.00
"2018-01-29 00:00:00",13146.00
"2018-01-29 00:00:00",0.00
"2018-01-29 00:00:00",0.00
"2018-01-29 00:00:00",64844.00
"2018-01-29 00:00:00",0.00
"2018-01-30 00:00:00",52196.00
"2018-02-02 00:00:00",19573.00
"2018-02-02 00:00:00",65608.00
"2018-02-03 00:00:00",32562.00
"2018-02-03 00:00:00",21166.00
"2018-02-03 00:00:00",32864.00
"2018-02-03 00:00:00",56441.00
"2018-02-03 00:00:00",32864.00
"2018-02-03 00:00:00",19610.00
"2018-02-03 00:00:00",26291.00
"2018-02-03 00:00:00",0.00
"2018-02-03 00:00:00",0.00
"2018-02-03 00:00:00",13730.00
"2018-02-03 00:00:00",30663.00
"2018-02-03 00:00:00",34592.00
"2018-02-03 00:00:00",48450.00
"2018-02-03 00:00:00",6325.00
"2018-02-06 00:00:00",16432.00
"2018-02-06 00:00:00",30743.00
"2018-02-06 00:00:00",34906.00
"2018-02-06 00:00:00",13146.00
"2018-02-06 00:00:00",32864.00
"2018-02-06 00:00:00",16432.00
"2018-02-06 00:00:00",49296.00
"2018-02-06 00:00:00",140619.00
"2018-02-06 00:00:00",19719.00
"2018-02-06 00:00:00",0.00
"2018-02-06 00:00:00",0.00
"2018-02-06 00:00:00",16432.00
"2018-02-06 00:00:00",0.00
"2018-02-06 00:00:00",23005.00
"2018-02-06 00:00:00",47854.00
"2018-02-06 00:00:00",123801.00
"2018-02-06 00:00:00",13146.00
"2018-02-06 00:00:00",25570.00
"2018-02-06 00:00:00",52351.00
"2018-02-07 00:00:00",32622.00
"2018-02-07 00:00:00",0.00
"2018-02-07 00:00:00",0.00
"2018-02-07 00:00:00",32864.00
"2018-02-07 00:00:00",26977.00
"2018-02-08 00:00:00",31948.00
"2018-02-08 00:00:00",48934.00
"2018-02-08 00:00:00",11575.00
"2018-02-08 00:00:00",45993.00
"2018-02-08 00:00:00",26291.00
"2018-02-08 00:00:00",56157.00
"2018-02-08 00:00:00",0.00
"2018-02-12 00:00:00",15275.00
"2018-02-12 00:00:00",0.00
"2018-02-12 00:00:00",13146.00
"2018-02-12 00:00:00",19719.00
"2018-02-12 00:00:00",32622.00
"2018-02-12 00:00:00",62856.00
"2018-02-12 00:00:00",46677.00
"2018-02-12 00:00:00",32864.00
"2018-02-12 00:00:00",32758.00
"2018-02-12 00:00:00",6896.00
"2018-02-12 00:00:00",64763.00
"2018-02-12 00:00:00",32864.00
"2018-02-13 00:00:00",0.00
"2018-02-15 00:00:00",45841.00
"2018-02-15 00:00:00",13146.00
"2018-02-15 00:00:00",72490.00
"2018-02-15 00:00:00",19646.00
"2018-02-15 00:00:00",26253.00
"2018-02-15 00:00:00",13146.00
"2018-02-15 00:00:00",28078.00
"2018-02-15 00:00:00",19719.00
"2018-02-15 00:00:00",15372.00
"2018-02-15 00:00:00",32622.00
"2018-02-15 00:00:00",13146.00
"2018-02-15 00:00:00",32683.00
"2018-02-15 00:00:00",26291.00
"2018-02-15 00:00:00",13146.00
"2018-02-15 00:00:00",65482.00
"2018-02-16 00:00:00",4.00
"2018-02-16 00:00:00",16432.00
"2018-02-16 00:00:00",32622.00
"2018-02-16 00:00:00",74683.00
"2018-02-16 00:00:00",15372.00
"2018-02-16 00:00:00",38309.00
"2018-02-16 00:00:00",28042.00
"2018-02-17 00:00:00",19719.00
"2018-02-17 00:00:00",32804.00
"2018-02-17 00:00:00",18227.00
"2018-02-19 00:00:00",27934.00
"2018-02-20 00:00:00",2520.00
"2018-02-20 00:00:00",31903.00
"2018-02-20 00:00:00",46115.00
"2018-02-20 00:00:00",15372.00
"2018-02-20 00:00:00",65516.00
"2018-02-20 00:00:00",13131.00
"2018-02-20 00:00:00",24491.00
"2018-02-20 00:00:00",0.00
"2018-02-20 00:00:00",28836.00
"2018-02-20 00:00:00",37438.00
"2018-02-20 00:00:00",39379.00
"2018-02-21 00:00:00",12970.00
"2018-02-21 00:00:00",50879.00
"2018-02-21 00:00:00",23005.00
"2018-02-22 00:00:00",20712.00
"2018-02-22 00:00:00",13911.00
"2018-02-22 00:00:00",26098.00
"2018-02-22 00:00:00",26676.00
"2018-02-23 00:00:00",18719.00
"2018-02-23 00:00:00",32828.00
"2018-02-23 00:00:00",19719.00
"2018-02-26 00:00:00",63568.00
"2018-02-26 00:00:00",22769.00
"2018-02-26 00:00:00",46557.00
"2018-02-26 00:00:00",0.00
"2018-02-26 00:00:00",15416.00
"2018-02-26 00:00:00",45671.00
"2018-02-26 00:00:00",23005.00
"2018-02-26 00:00:00",14789.00
"2018-02-27 00:00:00",5000.00
"2018-02-27 00:00:00",47203.00
"2018-02-27 00:00:00",13146.00
"2018-02-27 00:00:00",0.00
"2018-02-28 00:00:00",26732.00
"2018-02-28 00:00:00",64844.00
"2018-02-28 00:00:00",0.00
"2018-02-28 00:00:00",52196.00
"2018-02-28 00:00:00",29578.00
"2018-02-28 00:00:00",5635.00
"2018-03-01 00:00:00",13146.00
"2018-03-01 00:00:00",32864.00
"2018-03-03 00:00:00",32816.00
"2018-03-03 00:00:00",52435.00
"2018-03-03 00:00:00",16432.00
"2018-03-03 00:00:00",32864.00
"2018-03-03 00:00:00",13146.00
"2018-03-03 00:00:00",42149.00
"2018-03-05 00:00:00",0.00
"2018-03-05 00:00:00",47854.00
"2018-03-05 00:00:00",13146.00
"2018-03-05 00:00:00",123801.00
"2018-03-05 00:00:00",49296.00
"2018-03-05 00:00:00",23005.00
"2018-03-05 00:00:00",44.00
"2018-03-05 00:00:00",16432.00
"2018-03-05 00:00:00",19573.00
"2018-03-05 00:00:00",32562.00
"2018-03-05 00:00:00",65608.00
"2018-03-05 00:00:00",32864.00
"2018-03-05 00:00:00",52583.00
"2018-03-05 00:00:00",32864.00
"2018-03-05 00:00:00",19610.00
"2018-03-05 00:00:00",26291.00
"2018-03-05 00:00:00",0.00
"2018-03-05 00:00:00",65482.00
"2018-03-05 00:00:00",13131.00
"2018-03-05 00:00:00",29578.00
"2018-03-05 00:00:00",0.00
"2018-03-05 00:00:00",32804.00
"2018-03-05 00:00:00",19719.00
"2018-03-05 00:00:00",40966.00
"2018-03-05 00:00:00",34371.00
"2018-03-05 00:00:00",0.00
"2018-03-05 00:00:00",0.00
"2018-03-05 00:00:00",52351.00
"2018-03-06 00:00:00",19719.00
"2018-03-06 00:00:00",44500.00
"2018-03-06 00:00:00",140619.00
"2018-03-06 00:00:00",16432.00
"2018-03-07 00:00:00",30743.00
"2018-03-07 00:00:00",2025.00
"2018-03-07 00:00:00",16432.00
"2018-03-07 00:00:00",32864.00
"2018-03-07 00:00:00",26977.00
"2018-03-07 00:00:00",32622.00
"2018-03-07 00:00:00",15275.00
"2018-03-08 00:00:00",13102.00
"2018-03-08 00:00:00",45942.00
"2018-03-08 00:00:00",56157.00
"2018-03-08 00:00:00",26291.00
"2018-03-08 00:00:00",16432.00
"2018-03-08 00:00:00",48934.00
"2018-03-08 00:00:00",11575.00
"2018-03-08 00:00:00",45993.00
"2018-03-09 00:00:00",32804.00
"2018-03-09 00:00:00",39437.00
"2018-03-12 00:00:00",46677.00
"2018-03-12 00:00:00",32864.00
"2018-03-12 00:00:00",32758.00
"2018-03-12 00:00:00",6896.00
"2018-03-12 00:00:00",64763.00
"2018-03-12 00:00:00",0.00
"2018-03-12 00:00:00",32864.00
"2018-03-12 00:00:00",13146.00
"2018-03-12 00:00:00",28726.00
"2018-03-12 00:00:00",13146.00
"2018-03-12 00:00:00",0.00
"2018-03-12 00:00:00",19719.00
"2018-03-12 00:00:00",32622.00
"2018-03-12 00:00:00",26291.00
"2018-03-13 00:00:00",45841.00
"2018-03-13 00:00:00",0.00
"2018-03-13 00:00:00",0.00
"2018-03-13 00:00:00",15372.00
"2018-03-13 00:00:00",28078.00
"2018-03-14 00:00:00",13146.00
"2018-03-14 00:00:00",62856.00
"2018-03-14 00:00:00",51878.00
"2018-03-14 00:00:00",0.00
"2018-03-14 00:00:00",16432.00
"2018-03-14 00:00:00",20653.00
"2018-03-15 00:00:00",19646.00
"2018-03-15 00:00:00",13146.00
"2018-03-15 00:00:00",32683.00
"2018-03-15 00:00:00",26291.00
"2018-03-15 00:00:00",26253.00
"2018-03-15 00:00:00",19719.00
"2018-03-15 00:00:00",0.00
"2018-03-15 00:00:00",32622.00
"2018-03-15 00:00:00",0.00
"2018-03-15 00:00:00",72490.00
"2018-03-15 00:00:00",46797.00
"2018-03-16 00:00:00",15195.00
"2018-03-16 00:00:00",38309.00
"2018-03-16 00:00:00",74683.00
"2018-03-16 00:00:00",18231.00
"2018-03-16 00:00:00",16432.00
"2018-03-16 00:00:00",32622.00
"2018-03-16 00:00:00",15372.00
"2018-03-16 00:00:00",25939.00
"2018-03-16 00:00:00",32804.00
"2018-03-16 00:00:00",28042.00
"2018-03-17 00:00:00",57590.00
"2018-03-17 00:00:00",36280.00
"2018-03-17 00:00:00",19719.00
"2018-03-17 00:00:00",27934.00
"2018-03-19 00:00:00",13146.00
"2018-03-19 00:00:00",0.00
"2018-03-19 00:00:00",31903.00
"2018-03-19 00:00:00",37438.00
"2018-03-19 00:00:00",26262.00
"2018-03-19 00:00:00",0.00
"2018-03-19 00:00:00",24491.00
"2018-03-19 00:00:00",1205.00
"2018-03-19 00:00:00",39379.00
"2018-03-20 00:00:00",0.00
"2018-03-20 00:00:00",15372.00
"2018-03-20 00:00:00",13131.00
"2018-03-20 00:00:00",46115.00
"2018-03-20 00:00:00",0.00
"2018-03-21 00:00:00",12970.00
"2018-03-21 00:00:00",0.00
"2018-03-21 00:00:00",50950.00
"2018-03-21 00:00:00",12908.00
"2018-03-22 00:00:00",10.00
"2018-03-22 00:00:00",13911.00
"2018-03-22 00:00:00",13146.00
"2018-03-22 00:00:00",20712.00
"2018-03-22 00:00:00",65516.00
"2018-03-22 00:00:00",20751.00
"2018-03-22 00:00:00",26098.00
"2018-03-22 00:00:00",23005.00
"2018-03-23 00:00:00",15306.00
"2018-03-23 00:00:00",23005.00
"2018-03-23 00:00:00",18719.00
"2018-03-23 00:00:00",19719.00
"2018-03-23 00:00:00",32828.00
"2018-03-23 00:00:00",19719.00
"2018-03-23 00:00:00",93594.00
"2018-03-26 00:00:00",15416.00
"2018-03-26 00:00:00",14789.00
"2018-03-26 00:00:00",46557.00
"2018-03-26 00:00:00",22769.00
"2018-03-26 00:00:00",45671.00
"2018-03-26 00:00:00",63568.00
"2018-03-26 00:00:00",23005.00
"2018-03-26 00:00:00",20000.00
"2018-03-27 00:00:00",0.00
"2018-03-28 00:00:00",26732.00
"2018-03-28 00:00:00",29578.00
"2018-03-28 00:00:00",51140.00
"2018-03-31 00:00:00",13146.00
"2018-03-31 00:00:00",5248.00
"2018-03-31 00:00:00",5635.00
"2018-03-31 00:00:00",0.00
"2018-03-31 00:00:00",52196.00
"2018-03-31 00:00:00",64844.00
"2018-04-03 00:00:00",19719.00
"2018-04-03 00:00:00",32804.00
"2018-04-03 00:00:00",0.00
"2018-04-03 00:00:00",32864.00
"2018-04-03 00:00:00",0.00
"2018-04-03 00:00:00",32864.00
"2018-04-03 00:00:00",47635.00
"2018-04-03 00:00:00",13749.00
"2018-04-03 00:00:00",16279.00
"2018-04-03 00:00:00",0.00
"2018-04-03 00:00:00",37520.00
"2018-04-03 00:00:00",49261.00
"2018-04-03 00:00:00",35681.00
"2018-04-03 00:00:00",19573.00
"2018-04-03 00:00:00",32562.00
"2018-04-03 00:00:00",65608.00
"2018-04-03 00:00:00",0.00
"2018-04-03 00:00:00",52583.00
"2018-04-03 00:00:00",0.00
"2018-04-03 00:00:00",19610.00
"2018-04-03 00:00:00",26291.00
"2018-04-03 00:00:00",30743.00
"2018-04-03 00:00:00",65482.00
"2018-04-03 00:00:00",13131.00
"2018-04-03 00:00:00",29578.00
"2018-04-03 00:00:00",0.00
"2018-04-03 00:00:00",11560.00
"2018-04-03 00:00:00",6500.00
"2018-04-03 00:00:00",0.00
"2018-04-03 00:00:00",13146.00
"2018-04-03 00:00:00",39436.00
"2018-04-04 00:00:00",39219.00
"2018-04-04 00:00:00",13146.00
"2018-04-04 00:00:00",0.00
"2018-04-04 00:00:00",49278.00
"2018-04-04 00:00:00",13146.00
"2018-04-04 00:00:00",16432.00
"2018-04-04 00:00:00",32816.00
"2018-04-04 00:00:00",20261.00
"2018-04-04 00:00:00",39437.00
"2018-04-04 00:00:00",32864.00
"2018-04-05 00:00:00",52351.00
"2018-04-05 00:00:00",25570.00
"2018-04-05 00:00:00",47854.00
"2018-04-05 00:00:00",45942.00
"2018-04-05 00:00:00",16432.00
"2018-04-05 00:00:00",23005.00
"2018-04-05 00:00:00",49296.00
"2018-04-05 00:00:00",123801.00
"2018-04-05 00:00:00",13146.00
"2018-04-06 00:00:00",32864.00
"2018-04-06 00:00:00",0.00
"2018-04-06 00:00:00",140619.00
"2018-04-06 00:00:00",16432.00
"2018-04-06 00:00:00",23638.00
"2018-04-06 00:00:00",16432.00
"2018-04-07 00:00:00",0.00
"2018-04-07 00:00:00",32622.00
"2018-04-07 00:00:00",32864.00
"2018-04-07 00:00:00",16432.00
"2018-04-07 00:00:00",26977.00
"2018-04-07 00:00:00",19719.00
"2018-04-07 00:00:00",20732.00
"2018-04-09 00:00:00",16432.00
"2018-04-09 00:00:00",15549.00
"2018-04-09 00:00:00",0.00
"2018-04-09 00:00:00",48934.00
"2018-04-09 00:00:00",16432.00
"2018-04-09 00:00:00",32804.00
"2018-04-09 00:00:00",45993.00
"2018-04-09 00:00:00",26291.00
"2018-04-09 00:00:00",39437.00
"2018-04-09 00:00:00",11575.00
"2018-04-09 00:00:00",56157.00
"2018-04-10 00:00:00",13146.00
"2018-04-10 00:00:00",6896.00
"2018-04-11 00:00:00",46677.00
"2018-04-11 00:00:00",32864.00
"2018-04-11 00:00:00",0.00
"2018-04-11 00:00:00",0.00
"2018-04-11 00:00:00",32864.00
"2018-04-11 00:00:00",32622.00
"2018-04-11 00:00:00",19719.00
"2018-04-11 00:00:00",64763.00
"2018-04-12 00:00:00",0.00
"2018-04-12 00:00:00",25816.00
"2018-04-12 00:00:00",32758.00
"2018-04-12 00:00:00",13146.00
"2018-04-12 00:00:00",0.00
"2018-04-12 00:00:00",13146.00
"2018-04-12 00:00:00",62856.00
"2018-04-13 00:00:00",15372.00
"2018-04-13 00:00:00",14351.00
"2018-04-13 00:00:00",17341.00
"2018-04-13 00:00:00",45841.00
"2018-04-13 00:00:00",0.00
"2018-04-13 00:00:00",0.00
"2018-04-13 00:00:00",28078.00
"2018-04-13 00:00:00",26291.00
"2018-04-16 00:00:00",28042.00
"2018-04-16 00:00:00",13146.00
"2018-04-16 00:00:00",74683.00
"2018-04-16 00:00:00",18231.00
"2018-04-16 00:00:00",13146.00
"2018-04-16 00:00:00",25939.00
"2018-04-16 00:00:00",20653.00
"2018-04-16 00:00:00",51878.00
"2018-04-16 00:00:00",16432.00
"2018-04-16 00:00:00",19719.00
"2018-04-16 00:00:00",0.00
"2018-04-16 00:00:00",32622.00
"2018-04-16 00:00:00",15372.00
"2018-04-16 00:00:00",32622.00
"2018-04-16 00:00:00",16432.00
"2018-04-16 00:00:00",28078.00
"2018-04-16 00:00:00",13146.00
"2018-04-16 00:00:00",15275.00
"2018-04-16 00:00:00",19646.00
"2018-04-16 00:00:00",72490.00
"2018-04-16 00:00:00",32683.00
"2018-04-16 00:00:00",26291.00
"2018-04-16 00:00:00",26253.00
"2018-04-16 00:00:00",38309.00
"2018-04-17 00:00:00",19719.00
"2018-04-17 00:00:00",13146.00
"2018-04-17 00:00:00",57590.00
"2018-04-17 00:00:00",0.00
"2018-04-17 00:00:00",36228.00
"2018-04-17 00:00:00",31053.00
"2018-04-17 00:00:00",10376.00
"2018-04-17 00:00:00",15563.00
"2018-04-17 00:00:00",25939.00
"2018-04-17 00:00:00",26291.00
"2018-04-17 00:00:00",13146.00
"2018-04-17 00:00:00",20732.00
"2018-04-17 00:00:00",32804.00
"2018-04-17 00:00:00",27934.00
"2018-04-18 00:00:00",36280.00
"2018-04-18 00:00:00",31903.00
"2018-04-18 00:00:00",0.00
"2018-04-18 00:00:00",20751.00
"2018-04-19 00:00:00",39379.00
"2018-04-19 00:00:00",24491.00
"2018-04-19 00:00:00",37438.00
"2018-04-19 00:00:00",31082.00
"2018-04-20 00:00:00",0.00
"2018-04-20 00:00:00",65516.00
"2018-04-20 00:00:00",15372.00
"2018-04-20 00:00:00",46115.00
"2018-04-20 00:00:00",25939.00
"2018-04-20 00:00:00",13131.00
"2018-04-21 00:00:00",51022.00
"2018-04-21 00:00:00",12970.00
"2018-04-21 00:00:00",12908.00
"2018-04-21 00:00:00",70609.00
"2018-04-21 00:00:00",242851.00
"2018-04-23 00:00:00",212828.00
"2018-04-23 00:00:00",10.00
"2018-04-23 00:00:00",46797.00
"2018-04-23 00:00:00",325540.00
"2018-04-23 00:00:00",19719.00
"2018-04-23 00:00:00",46026.00
"2018-04-23 00:00:00",20751.00
"2018-04-23 00:00:00",25877.00
"2018-04-23 00:00:00",26098.00
"2018-04-23 00:00:00",23005.00
"2018-04-23 00:00:00",20712.00
"2018-04-23 00:00:00",32828.00
"2018-04-23 00:00:00",13146.00
"2018-04-23 00:00:00",20751.00
"2018-04-23 00:00:00",25914.00
"2018-04-23 00:00:00",0.00
"2018-04-23 00:00:00",0.00
"2018-04-23 00:00:00",13911.00
"2018-04-23 00:00:00",18719.00
"2018-04-23 00:00:00",181934.00
"2018-04-24 00:00:00",81280.00
"2018-04-24 00:00:00",63568.00
"2018-04-24 00:00:00",15416.00
"2018-04-24 00:00:00",0.00
"2018-04-24 00:00:00",14789.00
